	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A124	D010	D016	D026	D043	D048	D063	D068	D072	E009	E017	E020	E030	N041	Y006	Y012	Y014	Y021	Y025	Y030	Y034	Y036	B005	B010	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X018	X024	X027	X031	X034	X039	X044	X049	X051	X052	X057	X059	X065	X069
FDSW202612105-1r_S20201215-0035_D081_bin.53.filtered	23.41588886	16.42193659	130.8507458	102.9255172	501.8672973	142.7518801	48.51336882	76.94634253	556.7911424	370.0897421	170.8386619	462.7571082	153.5437503	174.18012	351.3203553	249.0690261	595.2100999	228.6271997	258.3295426	463.8123803	259.0036952	450.698244	53.65994684	31.92569487	765.8861889	350.0915508	279.0626279	47.80433225	125.4711862	324.2350517	13.08581255	190.389361	149.8809213	91.85891449	110.0760974	177.1486904	349.2785882	322.0883794	152.5869413	621.8728332	749.3482615	459.5747991	787.2354109	192.8380408	423.5323045	556.7761774	509.4303575	639.6173626	487.0655326	26.3779031	390.0555753	453.9636491	1105.862699	106.1212108	299.1490893	69.55413767	724.9903412	692.8680612	2208.232587	201.331905	28.12206385	160.1368612	468.2260939	458.5705054	115.9676253	81.8034306	310.4424479	254.320855	333.5616341	352.9760534	146.1031492	34.12547471	95.11820937	906.6636855	221.1156337	25.81486267	518.1466445	490.9836207	273.2529155	745.0742091	276.9647473	643.552336	147.9935271	984.8174131	183.4465956	266.3188884	271.3705976	972.6467045	415.7721501
FDSW202612101-1r_S20201215-0031_C056_bin.63.filtered	60.80821053	32.34468437	194.4145224	74.82446454	355.5282627	1953.601305	107.8709839	5462.068009	190.7413025	172.9262122	1810.249688	172.1974899	1022.330994	62.63091546	43.32617965	96.62609441	6696.620928	333.6160847	1344.87289	3650.756495	2065.406341	220.2002162	22.55153281	61.77346018	133.2455277	165.103424	164.0504498	58.6871231	65.7462256	141.503011	39.42773637	260.9662885	472.69867	140.1492732	77.33679785	329.6094372	128.8044024	165.3382928	100.0155422	375.8808615	177.0943926	81.17220457	155.8491083	90.07631551	116.5710199	103.1988075	143.9147864	141.4750638	2397.881096	81.51450014	2980.691615	1992.287221	14879.91866	53.09536881	728.6163526	570.4847009	673.5145747	399.1234938	175.3123168	210.5494831	650.8859125	46.75747445	1334.644353	446.1521779	315.4465136	270.5825562	75.79687228	910.4441773	924.9206368	473.7235179	204.3410171	208.0548855	334.9409284	829.5510956	374.8912308	6.706312987	71.40771679	142.8225483	170.5507345	186.3643289	18005.25168	58.38274454	265.4789344	63.63615842	29.76796101	325.2491911	27.6895614	727.362904	714.0252353
FDSW202612117-1r_S20201215-0044_X055_bin.11.filtered	3.148149175	0.18600102	0.808579484	0.618311338	12.00947706	0.469522334	2.122873507	4.901367092	0	0	0.863585786	4.830407562	0	0	0	0.029594605	0.16061141	0.080229624	0.799496356	0.715991954	0.132364059	0.766601564	0	1.126739679	0	5.21140949	0.15243657	0.18436657	0.203034883	0	1.39441239	0.903418977	2.427489943	0.075990047	0.427370002	1.889845363	2.872824384	2.287540236	0.076425964	0	0	2.67831149	0	0	0	0.008982657	0	0	0.12278666	7.444990488	0	0	0.081726469	0.819114146	0	0	0	0	0.207425397	0.011118268	3.621875611	0	0	0	0	0	0	0	0.031331595	0	0.003945011	0.027883166	0	0	0	0	0	0	0.040783907	0	0	0.096462983	0.039763651	0	1.491619893	0.016402401	10.61603626	0	3.085171513
FDSW202612098-1r_S20201215-0030_C005_bin.27.filtered	2.174826812	0.186094554	1.439717467	2.227852577	97.20559397	103.7227017	26.26924624	320.3563836	179.8586869	211.7322133	148.7606832	110.1973432	95.86917212	6.774183425	2.326370384	1.561475232	0.305090622	36.34413814	119.0025293	191.8738217	267.66166	144.0099434	199.7613137	176.8042654	139.7464378	12.16426447	1.95040741	1.903299708	1.867441517	2.046740321	1.783328657	2.096232429	43.63036314	26.16840718	616.0772983	1500.217062	1065.696993	1307.950515	22.25486585	0.203260798	0.248002033	0.389360128	0.039041937	0.188910852	0.252135944	0.241950618	0.32427223	0.147085678	0.421298079	63.31648009	0.257457854	0.219031262	0.223779147	4.398753289	0.205676814	0.073544475	0.201864157	0.146189845	0.220749078	0.662528994	0.165421998	0.263423005	0.176737645	0.197267216	0.145747245	0.397423334	0.331099872	0.2030033	1.038503005	0.228820634	0.652526247	1.876222538	1.828453729	1.838960919	2.1054022	1.535548943	3.186145823	1.736907385	1.312090737	2.138223568	1.725373011	1.599287119	2.022837794	1.375658178	1.806115561	1.359848489	1.73997088	1.431557521	1.420616922
FDSW202612059-1r_S20201215-0015_A052_bin.146.filtered	30.03800168	1.918497323	27.36267131	3.84882413	0	91.99829179	74.55078816	2.690682293	0.558195928	0.230391406	0.931279558	1.67999679	0	7.067056994	1.697625591	9.240419933	0	0	0	0	0	7.984961316	0	0.089362492	0.016155688	2.598170213	1.471635945	1.520538768	1.642513774	1.38724767	380.8227588	1.302385223	1.010564571	14.25846026	5.337175765	3.930521171	10.09719259	12.17533849	1.330310298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002399246	0	0.031794848	0	0	1.140975284	1.23231187	1.143866065	1.363910698	1.199769291	2.158482718	1.155758438	1.091060591	1.473497423	1.172151962	1.175453424	1.536776507	1.410727506	1.239864834	0.916046927	1.156815751	1.143530256	1.348649152
FDSW202612090-1r_S20201210-0024_B056_bin.162.filtered	0	71.03873614	76.31036054	74.47413579	0	21.96258712	0	0	0	0	0	0	0	0	0	68.26665069	6864.120138	72.72521491	64.42424063	91.46106531	0	0	0	0	0	0.004561684	0	0	0	6.031647625	0	0	0	0	0	0	0	0	0	64.94521154	77.09295072	90.96826764	60.7631134	59.09245334	80.76843309	98.28125245	93.55809821	91.85025061	11748.55144	85.52270626	66644.67688	31523.3765	10362.57284	69.97322841	91.74630717	69.77623912	81.32435927	75.99353182	81.94274256	64.27754846	79.19327128	85.06124206	52.8499093	66.97865647	58.82731317	66.17256455	82.69178145	64.77398283	87.17049001	71.3348697	123.5893962	3.093492778	3.376574554	1.952934615	2.48724153	0	0.890314931	0.778480031	1.497432957	1.190216541	0.416111312	2.727330832	2.398815699	4.639962873	0	0.522505191	0	2.362443208	0.610558273
FDSW202612057-1r_S20201215-0013_A038_bin.122.filtered	41751.33459	22906.14461	31812.51	8367.801816	4600.631364	55041.90208	33022.07203	27174.23574	29250.12437	26288.57844	24485.72497	48933.30778	42230.52475	101044.5904	57854.76749	90289.04094	19146.785	32186.9338	95913.93374	40883.03704	66149.94356	17953.14795	15745.41561	37940.17843	112862.6801	76794.89942	128171.788	42838.46887	40380.81657	148908.248	127862.9325	50456.29377	83252.80626	58367.87867	68507.47283	81498.03421	59200.00731	59668.11827	81924.71702	3554.267948	2708.026563	2496.143001	8279.779809	3991.561315	23736.27018	29374.08591	30465.9238	40012.7335	25575.18478	45964.30693	19447.52708	30362.36031	39813.50194	12948.45018	100341.5243	149767.811	66876.62377	121954.5226	142096.5947	34325.2378	42134.53591	2815.4438	28195.38597	47661.30745	42838.78165	48065.84763	2745.889222	24287.55351	3030.043237	5384.531865	4346.617425	24689.0313	25163.70634	16167.44207	10355.66353	24742.80739	5732.513206	37842.60038	34134.29921	26466.59579	7776.470494	77374.07165	87250.53409	26268.68786	32899.08223	18270.28628	69360.3026	74873.47204	65803.02098
FDSW202612124-1r_S20201215-0048_X007_bin.82.filtered	2839.316591	334.0620542	2338.197814	5591.985499	4978.234031	2287.703701	212.3606415	586.0943233	3007.966572	3684.615189	125.6459068	1128.75524	1147.980696	1373.463479	505.2019921	756.5994335	2015.010764	3272.632098	1697.166176	1147.473511	549.293663	487.6880223	60.22329519	129.9153112	400.5917476	647.0063072	1852.139297	217.2775605	595.0226556	1145.352501	414.6972664	2338.162148	2253.228148	2276.976313	1848.728876	1118.420592	592.1594969	774.6438283	1849.663787	3516.305182	604.3483085	3855.251816	8724.555597	3687.864837	5104.047461	1959.101731	3588.230717	8921.326705	4764.240291	4853.973645	4913.552368	10950.13661	3655.315083	612.3079555	5364.766167	7545.06391	9982.317907	4832.426764	1238.498116	3046.741212	1060.380538	567.6863951	2868.97428	1104.542643	1238.004082	13378.28744	1510.561908	922.7077478	1457.59629	30678.90932	21196.6465	7646.898602	11267.82109	3597.828662	1566.670038	57.24056482	5733.867491	7697.951827	2871.771929	4662.785854	232.2241103	1140.48799	7111.102349	1819.77121	750.7177676	1965.700913	991.4174627	3259.228659	923.6319854
FDSW202612053-1b_S20201215-0011_X057_bin.11.filtered	1.66011294	1.29824494	10.2203294	1.581898322	0.275239328	436.2204176	348.4018401	81.0650749	0.453697752	0.424292948	38.73583789	561.6007404	103.1128784	48.15872709	19.67379377	96.61878801	29.15066746	13.35185835	241.886106	138.82908	255.0063323	66.81766491	157.6615706	202.9267012	6.145882771	68.67095332	1572.60575	2451.362033	873.8912608	19.12146513	9.945633533	10.78717016	10.66221137	20.50759873	22.71197233	33.06476857	55.24338204	66.04630667	42.35622643	3.663195967	1.782607309	7.79509227	55.14532573	24.91711555	8.422366651	20.85059157	32.18911149	19.70394355	44.05991794	21.29760295	30.32659199	17.41629795	18.62967058	305.0930972	12.19254963	8.99243663	9.740216531	15.76595626	8.285970951	11.64114525	12.01207941	101.4272164	15.11367695	4.138089852	7.521888129	25.06896032	19.11172591	8.489963202	47.96997739	40.3327921	157.4226404	3.10517209	8.730843403	52.81949044	20.30018963	13.23680493	233.6454534	360.4663295	122.9970195	120.069293	3.812810813	226.7332395	90.4387422	149.0319476	9.610720845	32.66871401	4.460622162	73.66873255	12.66735207
FDSW202612085-1r_S20201215-0025_Y034_bin.21.filtered	1.252279734	9.39511183	67.70101531	5.923026925	0	73.97396992	31.48600768	136.2971255	38.26090664	89.16893429	29.11269299	1.67999679	3.642122973	7.120878181	21.99642584	22.23009316	6.501668883	0.097077213	0.042610537	0.103271729	0	11.87605951	0	0.699478168	31.52229029	1.380135103	0.010975877	0.01519676	0.038798134	0.311119525	7.375438143	4.603188891	15.1468896	46.19346965	5.793303173	19.51797257	41.12442849	42.32433205	7.894317683	6.782607483	4.049915061	1.463059595	0.501951354	2.632525965	7.791851917	18.12383547	17.21219115	25.56683983	14.48470073	0.63232293	2.074748773	2.428343267	0.945593892	0.118242588	0.83977247	1.143642868	3.416987895	1.016705507	0.858100604	8.449781616	0.718352899	0	1.49471084	3.183179693	4.313228905	0.181614601	0.079939765	0.511436283	9.049553229	2.076706996	0.168493614	0.900027947	5.147174001	9.634225258	4.148135245	30.99155662	0.384880021	0.804159489	0.502014858	1.201252833	0.013361787	0.478738035	0.701401771	27.24486956	2.721041205	0.734508399	0.062058836	0.536008984	1.175229085
FDSW202612092-1r_S20201210-0026_B063_bin.61.filtered	20.9961423	0.75941095	9.281922286	9.377678313	115.2036699	16.62448805	14.10200126	55.40216543	6.66195788	10.50288125	32.89365329	4.864352692	116.8900009	10.75836565	6.937091345	9.556551289	66.2719883	20.63759421	78.34568889	459.4652172	47.89781866	101.6365858	0	0.803228524	2.06944908	30.93735781	7.947776658	0.654625057	27.26466752	22.77135087	4.324948423	110.3213153	22.69823046	62.87013382	3.663303494	128.2539298	89.59410541	113.8718407	36.38837376	0.772005335	0.598339181	1.809157215	5.378407036	1.120188758	2.593704109	6.258101121	10.33068298	15.62478187	194.33733	7.508534059	35.5194537	113.025573	380.6837864	9.212918494	46.34777059	3.121912631	20.30887249	2.785169527	10.44347221	2.521804581	20.89670549	0.482307053	8.581647727	10.27308152	2.890373798	2.456440162	1.043666756	61.25746046	6.522787473	2.151594223	9.954001016	7.106762592	3.413928312	57.27807812	2.712081282	0.096386702	1.197244535	11.97616371	11.24474862	15.83819767	2.263014269	4.755904919	85.3532492	10.51660867	199.8624823	20.72461533	178.9461732	37.261605	67.26548405
FDSW202612075-1r_S20201210-0016_E020_bin.156.filtered	0	0.078484073	0.118789836	0.111438033	0	0.026716118	0	0	0.428995449	1.275804268	0	0.074467906	0.09193072	0.377992276	0	0.10139329	44.236291	0.064356282	0.185840787	0.289911631	0	0	0	0	0	0	0	0	0.090813556	5.577465007	0	7.296282866	0.129828609	0.042414955	0	0.048703952	0.106773828	0.172406908	0.001150473	0.193605171	0.048017683	0.362406187	0.058363122	137.0631766	17.64032435	7.342157018	4.183156051	12.40019346	15.36256726	0.137586244	9.965115137	33.45194953	16.09197801	0.069476152	4.261406818	0.681331609	36.0727774	6.673760729	8.486582497	0.691878786	24.53043683	0.083107104	1.069497165	3.492635004	3.112983887	1.085480341	0.100299192	1.508000544	0.077739114	0.084273032	1.112849548	13.32106258	2.426494674	2.860803349	0.754280937	0	0	0.751438449	0.521591525	0.162611755	0	0.862492106	0.568079921	1.458942386	12.11157804	0.009483469	0.202998033	1.385553352	0.763453499
FDSW202612043-1r_S20201215-0005_B042_bin.72.filtered	0	21.93295209	21.61261813	21.54706655	1.824391742	11.6889629	0.048438508	0.076560086	0.030445511	0.041471699	0	0	0	0	0	19.99458205	12898.12887	20.55461693	18.32464948	25.30173028	0.942250003	0.036653635	0	0.009190505	0.154965515	23.60381367	22.8135615	21.76955107	22.07609592	488.7812944	20.20925285	13983.17973	8.925352164	16.20288059	19.29198144	12.07033602	13.44775358	11.50235492	17.70781338	67.51750945	30.45904574	37.09266057	62.58863872	449.0177986	641.2118308	959.0050263	3472.713281	320.0834127	826.4544699	22.09030998	3177.360842	168.5285384	1112.007067	24.66412281	96.15285118	77.33129181	10583.7339	8209.924853	2386.820147	56.06707754	760.8250636	44.25200714	41.10899978	36.37075886	24.68233642	978.659426	44.0189734	663.4336335	453.1174001	44.40844094	285.3248981	163.6499774	516.6180121	1131.109087	31.57333085	15.40321532	29.62337936	182.3306988	26.01973227	34.45655659	20.66558908	29.37834388	334.7532033	46.98470392	22427.01647	46.81720273	1131.388218	47.33230245	163.7304472
FDSW202612123-1r_S20201215-0047_E026_bin.142.filtered	1.215222984	2.349059419	6.080376927	7.710864859	5.802604018	1.020630006	0	2.303863824	0	0	13.7292114	11.39204321	0	0.529733502	0.329913518	7.151167663	274.7630582	20.49880947	4.908220876	12.31598315	23.41681506	13.83574977	0	1.675405181	0.19841443	1.032334713	4.624534325	0.830229976	5.062281587	201.6796953	0.708685526	244.127804	3.137571197	4.989437285	2.472483417	3.977127786	3.412820095	2.329851287	1.93991989	5.459244568	2.473608938	6.436546087	8.601729855	4.996622125	32.21252588	34.31344809	41.20214612	56.48694946	184.9920614	15.9030365	86.96813212	180.6223099	1213.280316	2.995852814	232.3948543	32.98587577	72.0700267	47.57385412	192.9490799	37.42793482	209.1837629	15.16554548	236.9033093	538.9134395	153.8117798	45.25434093	7.604510967	357.2901788	87.27536019	68.44780956	41.82380451	2.554276023	4.034449504	37.70595794	9.584628738	0.562385703	14.00580477	14.9507066	10.37203395	18.20871042	0.665469915	31.12614716	27.39323648	421.3370101	417.1671969	5.394262915	14.29533382	23.4782331	279.0781762
FDSW202612076-1r_S20201215-0022_D048_bin.175.filtered	1.236722182	14.62995441	17.51151967	14.30465556	3.990487517	8.569156627	16.22105309	17.61349203	97.88281455	151.1916289	42.6282834	6.383276788	61.21451719	0.756413626	1.93119993	15.880382	600.9691438	17.33931892	80.90016431	142.5245608	143.2481955	4.030505309	0.042397921	1.310871791	6.557006695	4.549431344	8.056809797	4.728341584	9.625314602	977.484645	6.850027302	98.28481099	3.830926511	15.8325897	7.467824677	6.315322524	15.8770653	15.53045081	12.29100834	1844.601942	1578.693932	5438.352794	4063.817224	332.2845429	147.0824175	361.8458158	319.3965858	194.6228331	1102.474027	57.41459443	176.3520119	646.1704633	3124.599536	43.24298085	465.3753826	131.887362	695.9344007	391.654993	481.1098689	24.0233122	27.06697906	55.44130673	696.1841662	89.17881237	91.02157792	25.62295033	146.7847035	1614.072255	326.3902367	40.32764826	44.02989789	62.80158988	222.503874	292.3167551	9.291222279	2.772919115	144.0906017	923.4829499	228.1921944	839.7716503	8.429364896	265.8159155	409.347829	438.2836633	167.8144326	210.4641141	256.4464909	346.1852641	2386.067255
FDSW202612121-1r_S20201215-0046_B012_bin.66.filtered	34.90839787	5.748680011	20.26228874	3.321779815	0.263611264	69.85488371	96.9102226	75.59416786	186.0630203	259.6109088	10.63351592	686.4195771	132.718664	101.0592227	94.79024258	163.258037	0.739393228	19.6297285	791.0883466	280.3978246	728.2848585	77.3220003	319.0125849	243.3979784	167.6812883	115.4065948	1713.258289	13865.13061	4017.171195	18.23512931	32.10817052	28.57158445	52.03113931	223.414453	689.3241747	880.0873416	189.3543779	227.8073108	168.2901475	2.361614619	1.001744842	0.782300752	0.604464813	2.847910124	1.009637931	0.660352843	0.838314953	0.87800288	0.861688139	66.94815098	0.909229135	0.482700255	0.834045001	436.1528825	0.429013117	0.472900012	0.756982124	0.572747088	0.766384433	0.528943798	11.65377854	0.66576766	0.377298485	0.576037967	0.55228077	0.458376067	0.954682604	0.516920404	2.069459569	0.692343704	1.300890562	14.38738293	16.18181311	14.45190154	16.51941138	37.80213356	24.54509122	13.99995227	13.90228594	18.48027898	17.2310005	15.70966682	21.26219785	14.31596435	21.89745356	12.28604422	16.73745094	14.3341971	13.8747437
FDSW202612052-1r_S20201215-0010_X052_bin.37.filtered	202.4013462	217.6699391	256.4992737	106.5701568	128.5516501	537.0152614	1076.457528	348.2288363	2574.678205	3592.085795	528.8618993	600.0226346	869.439085	172.5189149	610.4160504	710.1789404	242.6744834	246.7935532	1766.831174	2573.060493	585.8781005	348.9112961	85.54767704	313.9898686	738.4500322	549.0123155	789.6439656	195.4445314	426.7830729	87.40995774	572.6160758	342.6621274	1098.594626	3710.922249	2097.084016	967.4123948	1257.010709	1167.097571	2624.739495	35.91943784	27.98220007	10.16147483	7.70636405	11.6287673	48.58381963	41.22440004	29.7634377	17.35401291	407.5304613	148.6424803	125.1372189	59.05033058	213.4969614	477.1317492	94.72488598	33.36470078	93.61145787	202.1133634	88.67075073	1818.429918	475.8093311	1640.553102	895.7589328	1949.115535	351.9020753	26.4016483	698.5225317	284.7853518	70.18803203	128.8036698	70.78827905	122.6104025	457.0509988	492.9268628	232.999864	82.88276446	1084.865916	845.8024626	331.2569497	316.9410863	44.99009028	109.8915244	46.27051073	348.6385428	269.1629169	271.376282	477.9926282	45.83207448	14.38590898
FDSW202612100-1r_S20201210-0031_C012_bin.136.filtered	0	0	0	0	0	0.0926749	0.277422206	0	0	0	3.458239867	0.068409346	0	0	0	0	0.951424518	0	0	6.673868965	0.19183537	0.331424041	0	0	0	0	2.451023432	0.017946387	0	0.236118665	0.015375553	10.12622571	0	0.029026364	0	0	0	0	0	0	0	0	0	0	1.69583283	2.307359036	2.123101363	9.780781938	0.530688497	0	0.780930256	0.035593438	1.543706442	0	0	0.154172345	0.094645564	0	0.662169028	0	1.526699371	0	0.048597999	0	0.688979598	0	0	0	1.571846043	0.003991359	0	0.003894643	0	0	0	0	0.008778065	0.346987534	0	0	0	0	0.073446345	0	18.71124897	0.226314952	0.151710603	11.23025814	7.45462307
FDSW202612130-1r_S20201210-0036_D058-2_bin.167.filtered	3691.515697	391.8466513	3422.437749	7781.424111	2052.448574	1644.116321	248.2270789	289.1455684	1356.7648	2591.340975	3384.732128	453.8189255	3408.120408	370.8381507	176.3533164	241.4188903	1539.37779	5794.942395	3979.738254	464.1830084	809.4963902	71.01646357	37.51568962	113.3550619	7844.200619	158.517641	876.8940719	662.1270527	809.8182668	1034.740499	379.2578612	13264.59049	3327.503711	2955.343355	700.9775181	468.8405744	289.0260823	344.3409273	717.3709716	2332.459009	372.2993645	3142.778126	6780.366544	3033.648053	4464.908875	1546.249819	1380.883466	1387.22676	3771.220821	6963.65549	3936.943547	9418.282735	2972.77145	519.4433737	4893.316077	6712.075561	8601.600639	4073.848803	1023.398498	2452.433571	713.4859769	404.5979916	2285.896993	913.229611	1046.918399	9867.99177	882.8028176	720.2925415	1090.57163	27993.06034	11269.01005	6538.892083	9258.393198	2926.547979	907.2073269	138.0175219	2686.053052	5442.085088	2479.920418	3829.644169	332.9685056	893.3101685	6337.224092	1520.93148	138.8720682	1621.86765	639.2453361	2502.456479	531.1015679
