	A010	A013	A020	A023	A028	A038	A039	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A110	A114	A124	D010	D016	D026	D043	D046	D048	D058	D063	D068	D072	D081	E009	E017	E020	E026	E030	N041	Y006	Y012	Y014	Y015	Y021	Y025	Y030	Y034	Y036	B005	B010	B012	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	G009	G027	X007	X011	X014	X018	X024	X027	X031	X034	X039	X044	X047	X049	X051	X052	X055	X057	X059	X065	X069
FDSW202612046-1r_S20201210-0003_C033_bin.137.filtered	59.9709003	36.52707083	58.76276698	73.10033065	73.80620943	53.07383834	36.99195752	23.8774394	21.18276662	9.164842533	23.45942454	15.41177732	21.64795789	36.15497738	32.86849537	39.18748916	49.66034777	263.0921635	291.2457536	194.7122883	35.32813944	21.14376024	30.67888723	6.586222417	10.67819234	6.733597476	24.93937142	45.59669204	35.9422206	73.76388272	16.24919476	60.91997622	16.37889453	52.41597882	13.86136413	44.80285251	39.40160695	26.48588349	39.72187218	21.41122368	30.42543515	42.20443489	40.64426526	64.99596013	44.56437884	28.23628096	0	0	1.534884324	0	0	0	0	0	0	220.6295692	0	0	0	0	0	0	0	0	0	0	0	0	251.0858555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.272315467	0	0	0.395507449	0	0
FDSW202612111-1r_S20201210-0032_X024_bin.115.filtered	608.3596646	541.2442614	126.4477035	170.7241067	86.28959337	81.29182332	184.1165621	453.1530208	421.7192593	697.4352668	471.7009666	1307.490615	435.8332147	129.4376764	163.3827149	382.8084688	1092.62765	500.0221997	471.8849916	358.9679593	215.0205498	67.51474047	266.7882423	345.9587709	161.4604186	232.9971057	945.543905	183.5397185	224.4490864	88.80843888	228.2586062	161.9545735	94.9680707	138.2894266	231.5994858	99.43148656	581.2980922	111.6277616	112.5924477	137.8506834	116.5764295	50.35339327	126.7933832	98.11067008	40.64669894	69.76277277	988.8096729	148.8866047	270.0954013	667.0969711	534.7242508	679.6320888	752.3090685	454.3236288	844.5997566	360.1715286	1760.247392	1578.000703	1636.006681	1299.177052	650.7960781	784.7401899	637.1634827	209.4677044	879.6660289	558.1927306	217.0788291	503.6284295	141.4468986	1734.866661	352.2956285	597.6225116	866.9515874	679.2083957	136.2937167	4098.559663	480.0840633	160.7344138	520.7866501	271.3053518	407.3401679	274.5063754	488.3430318	574.7068801	417.0389607	259.1233159	576.3353175	614.8570208	544.0694905	711.5543484	346.5348105	256.009065	431.5442144	149.1306785	822.9817342	507.6331394	181.0928277	226.0375772	206.5057862	319.514212
FDMS202612122-1a_S20201218-0005_B098_bin.28.filtered	26.57412621	57.72140962	83.0498471	38.7344953	95.02846079	36.3478529	37.09909622	10.92455318	5.687043823	21.27974536	26.46633724	30.88078371	10.84043976	39.59371289	22.82911964	30.57518365	19.62963603	14.68237353	16.78805529	11.89818814	27.00175212	41.54117458	51.53697942	36.05914053	77.02181243	96.83210941	24.86603721	43.02101199	20.86238451	3.683923473	28.11289599	40.98633143	126.5293017	24.4792391	50.20051489	34.41458067	70.92505708	26.19388739	26.45529775	63.12247669	30.01172747	29.80995417	12.43145992	4.722948209	11.83955896	84.06799503	714.5154208	500.3959109	1442.714799	1681.428782	1479.922856	651.1206741	1370.874653	1437.900861	2458.354301	4712.379157	747.0418919	2460.67607	1690.669924	780.9418565	753.4663083	496.0216968	620.1052567	1075.313671	3276.980128	3918.523395	892.4214378	2305.053594	5557.598506	1540.465355	472.2310031	546.2002497	583.2536913	2013.092111	2091.258616	10211.33111	16828.48464	1516.346498	1632.251023	2451.262402	2654.459033	2160.676933	1391.877376	982.6036174	1540.151338	1148.48781	1479.213366	995.7515892	1149.697767	468.9932233	1673.919063	1673.396324	1038.320822	1689.721887	19322.39101	1412.666457	2318.537809	2294.939104	1257.77719	1211.208693
FDSW202612075-1r_S20201210-0016_E020_bin.156.filtered	377.1001481	1098.860615	2096.7435	77.49587311	175.4507871	161.1550739	298.6431561	1663.256945	235.0499858	159.9192287	860.1497626	74.36109008	166.7867198	194.8219125	1084.702008	1743.794467	101.3673486	19.7582195	13.67176467	7.162564009	253.1929862	259.9336787	153.8974861	649.5267559	593.0143932	401.8688348	1047.117132	1377.283953	643.8331523	581.6392394	817.3910416	579.5354096	694.1683676	1045.442474	210.6829709	584.5343631	1423.897207	61.39358114	163.1079907	149.8616007	193.4107604	36.38059385	141.9782934	338.9808414	424.6669867	86.18065236	59.5652927	19.24880806	120.8537965	7.345932231	32.45580483	679.3351457	147.5305307	101.1416549	265.6253357	156.9122573	154.5123823	122.9609225	293.9991374	337.9966749	210.4388149	29.76332576	131.7127186	114.3449614	61.61057178	71.27996307	83.66694553	61.51948022	52.45240832	186.2079582	119.4434977	81.86975963	107.5494105	100.5638442	72.82244466	35.5066	14.58184363	5.592879713	78.18067877	178.3358099	41.22182578	105.7599814	189.846101	125.4383247	109.1403563	34.20541706	166.8088029	97.91409264	43.73795924	66.1338756	253.2618699	221.6225212	127.5662753	87.29568246	121.0630932	250.0436942	120.1578358	163.0910966	188.5968852	326.2521514
FDSW202612130-1r_S20201210-0036_D058-2_bin.200.filtered	3.917025645	2.934654719	8.2070648	5.054319569	0	3.358953969	4.602423169	0.625166799	88.48593149	29.46751625	7.433102871	1.808746803	0	0	0	0	0	0	0	0	0	0	0	200.4769933	69.39056931	163.4086602	137.8023642	5.965340748	4.568451998	0.343150491	6.014136449	2.738817487	1.556490537	5.03464939	14.44546585	10.67740506	2.709565221	0.132759942	2.43612295	6.397513975	4.889699113	0.169249736	0.25413949	27.96716496	0.665509176	0.516998572	0	0	0.118672354	0	0	0	0	0	0	0.62433388	0.200108296	1.245639917	1.296655083	1.364855399	1.727119661	0	0.094949787	0.04374346	0.522596625	0.156213249	0.257275754	0.236953178	0.014279113	0.30501352	0.10548244	0	0.079883108	0.013026447	0	0	0	0	0	0.122899767	1.293189877	0	0	0	0	0	0	0	0	0	110.8905158	274.3476881	110.9020388	42.72695012	0	27.76346309	247.9774235	0	390.574331	640.4561406
FDSW202612037-1r_S20201215-0001_B005_bin.76.filtered	2316.855555	5590.933194	6480.637975	6752.516976	3965.96714	9734.356418	4945.631443	3699.598057	6680.885678	4732.847487	8403.390889	1709.145717	1686.734213	2791.670147	2134.61047	2542.642477	1802.12316	2604.439406	2522.651833	4249.732599	5432.831467	13183.64044	7364.767215	4248.361102	5808.210829	3850.457402	2669.204032	10516.73354	9419.578905	14015.46087	6532.914193	5653.148366	4546.567799	7210.183256	1584.801005	4418.587813	6177.562503	3354.094084	2717.840984	2880.761184	3560.19038	9107.657776	4598.655001	3072.176347	7272.197362	3113.410185	11652.63635	9641.086477	5649.254649	6696.114956	8319.31882	1350.402638	1759.154454	1199.913099	2908.28206	3138.086892	2066.292964	3183.927789	2465.268732	3219.144637	2878.345654	2325.505492	2569.796011	1650.996611	1967.823737	991.8364207	1926.538229	2243.048619	3462.742234	1118.256536	11319.73634	3151.990236	4101.014077	2280.642076	6278.537821	7633.11295	8759.490256	2639.009807	3598.433545	11297.4036	5891.256759	5468.5928	5907.807789	6009.563111	3443.586545	7145.15375	5746.926258	3333.685025	7237.271328	6794.924538	6388.551584	2297.451213	4705.278863	2834.207561	14001.32461	6021.008358	1906.921485	3763.421526	1988.590437	1380.40189
FDSW202612075-1r_S20201210-0016_E020_bin.50.filtered	2179.06938	1264.227297	2712.390783	5481.637402	2548.242119	2425.002955	2141.797896	2132.208983	6906.854325	3392.110477	3338.48097	2621.514876	1313.013219	1876.441774	1792.681807	1714.270199	1504.146163	5775.866312	4274.348341	1654.759028	3349.14405	5329.5885	1451.463823	166.5680694	3100.936554	1927.439247	782.9082229	1684.4795	1611.648556	6248.245572	1680.940805	3221.105589	597.1493299	4471.021176	999.5455215	2721.184304	3054.905932	3925.899344	4419.665276	5166.180826	2313.302412	4575.101518	4279.596708	4314.353067	5045.232353	2300.870624	28086.08076	19362.969	2681.796377	13616.42485	8633.03949	27899.34713	13597.75109	9297.914675	6752.108486	811.6383568	1383.820492	4360.305375	5033.950148	6555.017393	4203.937696	4544.175336	12570.36701	4938.090289	2676.155449	2130.043261	819.4643671	1473.051382	397.6097408	1077.498407	21055.8971	5915.307593	11493.5186	3140.080135	32027.95004	1891.855816	14772.49341	83514.09076	21032.32422	7304.587612	21404.33086	13793.71238	21291.39303	3430.430637	2339.110143	8776.585516	5131.924351	10420.64673	3957.854746	1356.558067	956.0362904	8207.338573	24282.80817	5649.813827	1966.38577	3939.192516	5797.892587	1777.547408	7179.511687	15909.53205
FDSW202612044-1r_S20201210-0002_C021_bin.1.filtered	838.2675328	962.8213114	1001.347812	322.5631176	472.2723538	754.5278524	985.0607437	1235.031572	404.2120528	675.8215413	1164.139931	850.2078814	1118.231951	305.3192865	313.7137484	618.0125525	1252.070908	697.4208645	768.1048065	591.9324263	1343.652191	1620.306524	849.3068748	605.4734529	800.9577879	694.8301988	1129.938049	955.815081	1025.15672	989.6005306	1021.529614	744.3945659	764.9454396	1023.623653	463.5315006	457.6585581	925.9442772	706.2387326	312.2579388	418.5925836	384.8378102	190.1470371	287.6972605	229.656891	178.4813464	102.1220164	2483.633299	252.5310327	294.9220299	639.1496333	424.8063055	842.5151593	709.9345659	487.9398657	625.8867531	815.0162708	1213.08439	574.3553139	783.1278574	735.3080343	673.8412391	464.0207367	433.5945582	143.3989398	470.057582	473.4122031	200.338406	229.8574529	261.9104401	1018.470007	322.4459839	518.1230002	572.0909589	471.0646184	169.4006872	338.398557	369.5568941	136.0987728	399.7259321	194.9391168	379.1523094	280.7857322	489.4263159	606.0884001	464.9295602	219.3824914	587.3372852	692.5560109	523.8061667	412.291066	388.7081713	346.6368055	979.3894845	108.990172	531.9845028	545.8864055	275.6230225	1989.355843	305.2821869	438.9586689
FDSW202612049-1r_S20201215-0009_C065_bin.53.filtered	489.821329	254.8338658	261.7977532	170.1464453	255.7105618	927.7611497	704.6932541	536.8752898	690.9486515	285.7238137	233.1246498	336.3980727	367.991014	401.4483953	119.4957731	176.7175858	112.5073742	72.01803421	109.6562622	87.3886395	473.1610181	543.7850919	813.1534571	215.1798157	351.5112033	905.3736625	272.3770477	307.8506873	311.0220701	565.5751289	183.81673	685.0355728	1455.762306	1569.063509	531.7459315	910.6509083	280.0134887	205.4443709	458.6514402	357.0995455	519.6705443	812.6339038	1138.651068	2490.882978	6014.204753	1115.74179	3312.724521	875.1668742	276.1010406	442.5270865	1043.494919	450.6811527	278.4758926	140.8841771	519.3842307	50.79702344	150.7095125	160.5539956	114.7506498	83.50433709	54.9323149	202.6369979	152.8980242	146.8741029	179.8132451	166.8741139	115.7095246	213.5095733	32.15368808	429.45088	214.9322716	190.1900696	388.3623716	137.0139871	295.3783604	67.49566819	525.8755851	125.7040141	144.3265061	705.3403223	515.9169205	912.4089282	979.2946265	438.2168441	620.6115774	230.8700922	235.3784436	178.978085	466.0497266	194.6070446	164.3125878	66.89719145	92.04102837	84.56812663	96.71035573	97.32425149	52.24756105	79.58538315	122.9173123	133.8482916
FDSW202612110-1r_S20201215-0040_X018_bin.82.filtered	774.574399	869.2538861	648.6824761	293.5351139	437.6939017	1294.024488	1247.202207	1852.698668	286.2909439	478.5314162	1033.423063	521.4014952	802.3668377	214.1810169	261.3371987	616.9960851	1507.631775	849.9338532	668.0926151	476.9829015	830.2837537	785.4658189	758.1558744	713.5198487	475.0073344	538.0078205	1212.205839	504.450195	606.9903668	453.2649922	549.2426992	609.0053785	266.9941748	391.4859879	386.0371941	280.9339403	842.0926464	491.2155158	222.7976202	212.4035919	165.1839176	102.4954668	194.5179178	171.6202085	85.83892729	101.1937787	2559.035235	666.4616611	500.4291939	1690.168314	617.3681514	690.4131825	1231.011348	1007.111263	1297.261586	1141.302621	1571.465852	938.4784288	1139.678669	1145.576125	848.6475037	747.5363218	643.5288418	211.7317513	918.8792571	698.8503437	265.0275496	555.0280437	341.2996516	1716.306367	2238.1578	1205.230312	1508.511542	625.8431796	278.87287	659.6406644	4338.479735	165.4299489	1095.423641	441.6958026	890.3376063	638.5871267	1106.197382	1083.528026	930.3320185	898.0243895	1039.278323	1425.963582	1715.939726	884.1327901	463.9449687	389.6684819	1069.687024	211.5773648	857.4494519	1226.325353	489.2004773	2194.925256	445.1987574	862.3234609
FDSW202612124-1r_S20201215-0048_X007_bin.41.filtered	120.4955996	275.3637818	491.515353	123.8814043	233.2722562	282.696585	319.446211	215.0673348	105.9565012	71.19097956	366.2017812	20.58339379	91.32612621	68.171438	139.5123494	229.1491819	67.07160309	48.52801969	30.25622103	18.2691737	271.9083186	252.6355856	149.8631538	445.0697687	168.9955017	234.247868	496.0105199	490.9362334	427.7265924	429.5393183	344.7993068	332.6814972	236.2444561	361.4877202	108.917919	260.9220587	129.6979239	96.65575138	226.4280736	84.69104001	115.2735644	123.4213537	204.9022087	448.7559334	97.2433447	40.25449095	16.01402071	8.402696046	11.15039919	3.771957586	18.35561239	64.200083	23.6864035	31.92199353	31.89419152	84.8039561	79.14332809	49.07682816	205.9603966	133.360641	94.38920378	15.58121744	92.95427333	88.14632427	24.99472435	41.81198399	46.94027561	45.54445353	9.303308895	76.49288606	15.48503651	17.93332899	23.27753738	50.93098183	7.829569034	23.3748782	8.214691156	13.58113009	18.08727553	21.08148878	13.60317983	53.22066258	56.20600054	126.5089379	235.6070736	22.12512146	93.20140131	31.65160526	12.38702261	21.62288319	77.14871051	72.87401038	27.94948933	28.62510187	13.66511487	64.02464307	37.80293445	41.58056616	52.503539	80.93790817
FDSW202612072-1r_S20201215-0020_D010_bin.60.filtered	135.109166	289.6113003	407.6297268	64.32624051	1.151899369	360.3329707	255.9392211	361.8676294	41.12907692	27.2360324	222.7746799	4.789044212	109.7116213	92.32258731	373.4829137	340.7863813	35.00946162	15.42956854	1.087680927	4.556760548	387.7694443	175.5760596	74.46785586	155.9557706	177.9921932	886.8895	260.3921902	669.2747297	405.7344615	290.0182524	299.9637356	843.8151554	447.6902826	378.8073865	108.2388035	235.2360979	57.43533137	79.20789321	89.82987503	174.5271236	220.113659	120.7771789	272.7595513	687.5109639	149.3071614	198.097915	2.221749555	0.047865423	0	0	0	0	0	0.067613905	0	0.924195147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24473553	70.42219758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612123-1r_S20201215-0047_E026_bin.67.filtered	309.0473684	500.1246341	346.3378915	9.103829205	28.9864333	103.0864082	64.65188519	45.42663309	6.247120919	1.975718608	96.92010103	0.903317738	35.67372449	152.6468857	217.0963274	221.6868443	47.32108101	4.997481922	6.404950446	2.426289502	413.950217	1417.068523	237.8301402	243.5089933	117.2231661	432.9662601	276.0389138	422.6493232	187.7526672	403.8840398	152.788749	389.0365364	126.7630186	341.5319192	225.2022757	432.3030255	23.85344599	86.68660994	127.4208232	235.8731618	232.911287	364.6852431	375.7996777	228.3723643	188.4111191	363.6364277	10.97433878	4.097494339	7.309203192	12.78456698	6.386352961	73.22845982	2.757200953	1.969541273	5.840563832	3.480459602	16.52907209	12.36516403	18.3262093	6.853235979	27.4871651	11.67763214	6.397346199	0.395661176	7.630347621	5.027436833	8.703735362	4.257589881	0.389104823	14.77336721	7.121468013	13.19673778	13.82669438	9.140310173	4.60729359	16.61285877	6.193663196	0.479799761	1.259441178	3.843025413	15.7189463	6.639143814	8.476056446	8.657489033	1.128101434	20.55296018	25.27738365	54.21627954	20.16464336	4.293940557	9.354513993	3.691115036	1.516751348	21.30604036	20.38460104	24.9458171	6.054709852	15.84981858	5.349431406	5.973972527
FDSW202612062-1r_S20201216-0168_A067_bin.54.filtered	157.9393634	440.3029717	330.918175	71.48828883	283.5219374	375.6784349	444.3484729	633.187844	254.2622792	364.8107599	242.2982621	181.4111538	244.8166141	60.06307095	41.86787233	160.1014741	51.67393379	80.89206109	40.55533859	31.13730984	5875.548614	9149.099631	934.9219901	483.4245538	432.3739275	558.785611	1254.227946	264.7520095	324.5700403	1710.931536	456.9777456	1064.993759	930.7694735	2326.156617	296.4325239	1144.281074	784.4790687	884.9488129	378.96378	376.4725467	623.0104161	275.4373831	197.3790736	241.3814689	566.5598095	319.4228537	3201.940274	910.2419906	144.2560267	246.7391936	178.1939439	620.8793026	1168.637066	690.4711814	1688.737263	187.3763598	180.6988413	227.8681005	80.82990521	74.75858672	21.71169805	104.8878946	47.22841714	21.09607708	108.346857	52.02503847	1.762781211	189.5499766	90.43426775	249.0628545	2100.226135	139.6307941	93.46428908	39.87818337	13.38221289	85.53871127	133.0780932	12.2966229	201.7489494	274.7866094	584.2137194	537.8603123	1576.703049	330.8547295	217.6645583	124.9023469	83.33242602	304.8119596	171.9639422	167.6846577	72.97429845	92.67573143	458.035626	46.8905759	108.1663819	219.5926134	1759.772789	331.5810395	1855.454375	1164.631455
FDSW202612076-1r_S20201215-0022_D048_bin.2.filtered	272.1484551	490.2539931	623.1633383	115.3731018	714.4753069	541.7510272	749.2948161	870.7528138	1259.355336	1063.767217	669.1946713	726.5377906	555.9605629	152.9177462	146.1087431	264.4857426	104.9074574	83.01311024	35.98812159	31.57039018	403.2154361	389.6354853	795.6904567	313.5666541	480.4507236	777.0161953	619.9962814	955.6668634	845.9640528	855.0023766	398.2573085	241.9463586	294.6794304	408.4281919	338.1006112	435.3341072	302.6521047	277.5491291	154.6010996	209.6934007	151.34178	293.762159	178.8374682	178.333545	104.2734584	120.098939	894.1338158	105.3949844	289.2502036	463.422756	292.5245636	452.817767	509.0860277	377.8983853	459.5350248	579.1148508	694.4733307	337.8372129	517.7819888	431.9537224	399.0927769	302.2843646	361.8685994	133.6290519	292.3920939	214.9031686	99.0412583	132.0725394	205.3790608	520.5049524	186.5530062	329.4070754	323.8992051	400.3231926	71.52820771	253.8053843	293.967731	52.18850653	643.0010747	242.4853211	307.3702219	349.9095042	533.5266512	442.0853203	385.1954056	156.8751033	451.6782003	508.678782	395.3849503	212.8999869	214.4936953	177.1404155	299.9855259	68.70689937	532.5814363	390.235073	160.3171052	1933.829708	155.7430501	362.9719184
FDSW202612056-1r_S20201215-0012_A028_bin.137.filtered	117.0465307	52.3747709	133.6231746	6.76504109	22.35482909	106.5745909	116.5562233	194.3873899	0	0	39.789016	0	17.47357805	79.26373997	53.50259215	48.08937283	4.108319112	0.096588853	0	0	89.49818814	102.9857546	1.130549852	31.0358079	36.62377816	52.9369448	67.82738089	148.323041	302.0638072	45.87959282	87.95300377	14.17492674	17.29365279	119.5491281	39.72618396	28.36650793	71.46781322	19.59258894	11.38816944	13.09746755	30.52113378	4.467625328	15.75375985	36.52589087	2.573416508	6.889813372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036126877	0.034582018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDSW202612070-1r_S20201210-0013_A114_bin.97.filtered	548.6721324	491.2103629	1240.034814	1208.904864	2118.650399	644.8702917	504.7954582	859.9574183	4187.930757	1709.837416	625.3751756	868.0373457	295.9654086	1014.063396	688.47359	767.7252541	406.4727884	511.8657652	494.2069186	203.2749039	1637.511615	3333.177898	922.246824	160.7104555	3038.678722	1778.113447	183.9391969	1179.792445	1108.511438	3540.41591	833.6876952	458.7781842	207.2416897	4059.666884	253.6024037	768.6471976	413.5252537	1313.129571	417.5560388	326.8242972	641.3028093	1512.051306	4120.5944	1928.741464	1412.394389	1280.74009	1398.916575	1018.306375	479.3339212	2094.815876	1082.108749	622.9248434	1063.909506	1032.947077	697.5525419	178.8437411	264.0568687	362.7424191	793.7088693	684.0854736	603.5844698	176.6557023	837.3821387	195.4018182	320.3372288	267.5631424	36.57089127	144.6545666	90.88077986	180.8546317	5736.322431	365.7865942	1155.48406	740.0188267	9423.012766	208.9296747	830.2429135	1068.80634	697.6652381	224.4587454	723.3084377	1818.277407	4697.279762	652.6855938	547.6291851	4281.114029	1046.764116	598.503871	286.1025837	348.2275335	108.015221	271.3153344	1750.779521	989.6046078	54.1933366	104.664145	769.429784	315.409936	835.5924704	1301.81571
FDSW202612084-1r_S20201210-0021_Y030_bin.47.filtered	5054.450405	7518.956071	23120.83109	19036.87683	29088.58729	14803.77145	8018.277056	17828.94663	28774.82066	14922.00844	12590.23495	10235.30253	4080.105584	19740.54442	11052.86726	12443.67176	6685.448419	15402.38226	12669.87749	5464.109286	15047.12964	32578.82312	6197.134624	4591.074645	18776.25149	12673.49698	4705.505771	14713.08236	15394.06666	36755.939	12974.48523	12599.92556	6553.889231	54266.00588	6404.564893	15651.86501	10624.02044	24264.88648	17854.73867	10860.46453	10214.36747	14375.13959	24273.36634	19184.49597	24688.48704	14650.45113	71350.31674	50333.84496	9040.666304	35116.38168	16781.46642	46552.60446	29458.47199	20186.41484	22594.02575	3435.829592	3897.852202	9635.26318	11068.06475	13243.9512	9739.662847	10872.85647	22811.62826	9234.123291	6212.97253	5215.468952	2294.159436	5535.085119	983.2651305	1625.501624	60861.5075	23413.54093	26843.03328	5994.591382	112852.8132	4256.910631	28689.07043	116738.0353	48015.21911	13331.42767	47160.21934	32481.06158	80353.40113	12734.41898	7686.879047	32775.01704	9006.677841	16648.24061	7354.954015	3050.120267	1005.874449	11455.54648	40899.00735	14185.93722	4287.835619	4852.894826	13934.466	5262.769671	12118.96015	32525.10271
FDSW202612123-1r_S20201215-0047_E026_bin.94.filtered	75.74191468	82.91136407	121.3867137	47.57264075	19.87323476	46.96981142	57.24213086	118.4576301	146.4692221	37.84705989	60.40208171	42.88148224	44.54675254	45.80503214	25.87797326	34.11810772	9.718228083	3.05614952	2.774105878	1.327979227	77.02519784	106.5037904	35.14783499	77.03285729	111.8867683	86.56943979	105.7827385	103.3807166	98.16239974	125.5209101	172.4058095	93.99831515	233.9311294	339.898625	49.94193615	74.34930098	61.60658277	6.732814837	15.03431337	34.17202993	28.65567684	111.8461638	210.5623378	410.5309199	953.8013964	75.76858968	5.320422344	1.008023393	11.83742657	0.08248236	1.106939658	3.280352423	1.213626942	0.969403994	0.667424498	11.08618546	357.9419345	151.2383546	501.648442	438.7740584	85.26997084	0.953186385	14.04843351	4.903993286	1.890912593	2.178297245	2.032275428	1.540188128	5.389506092	5.414184568	1.18904628	1.335212892	5.088108407	11.80860398	19.94398083	2.990134032	1.616375854	2.963596534	118.7645354	5.083019405	2.650823817	2.913825556	9.036532622	10.16897625	2.917432329	2.349913557	6.957728477	3.032134616	1.135246232	3.689193801	13.41139091	10.99681894	7.12010437	3.967023461	5.430359499	11.32580479	6.699027829	11.13921432	8.015429239	16.60723823
FDSW202612092-1r_S20201210-0026_B063_bin.41.filtered	136.7669524	191.4415563	296.5507004	53.28185813	302.7851241	392.3832368	619.6965351	569.8706127	32.61811541	63.47752604	403.0485499	62.23209133	390.131325	80.31172022	40.9266178	96.25347654	61.51456628	31.91420986	38.47588187	28.56774916	324.4991955	234.6823312	151.7910229	167.2230437	93.63440669	205.0834074	237.5682113	407.8822191	477.8323365	455.197558	326.3282417	199.015551	326.6734272	232.1673943	162.2253009	223.0550859	103.2482428	103.5462107	86.70392506	63.69844222	38.88559769	34.10466477	78.72596983	122.592799	59.46404124	22.02808064	22.20149396	3.391722453	16.07563207	54.22388515	28.67809015	45.32994163	70.55676512	66.66629769	314.8916417	193.0008262	98.72129956	67.73788063	67.84191089	119.6475831	112.9504994	70.70539335	42.66501608	21.06152384	53.79423729	103.9056272	64.45988153	30.15939255	67.3133362	148.8581373	79.15048758	87.03647218	55.1970867	5.831362796	2.620279307	3.877885827	1.981829268	0.155359468	4.313175349	4.42818995	17.99883238	45.63339569	56.36321878	87.11417881	113.0476664	6.764374465	31.03844716	40.73079973	20.61303004	17.84914304	59.74817013	67.49846097	306.0169917	12.91681869	34.76297216	131.4207712	72.17378898	128.0392902	51.23033632	89.91387544
FDSW202612101-1r_S20201215-0031_C056_bin.103.filtered	194.9578919	156.1204079	343.5656868	439.2687847	1476.308374	549.9135588	413.1520567	693.3022426	2829.165098	1761.004357	280.173295	626.8090907	197.1199586	721.2004312	608.566875	629.9389031	39.02570185	193.9814394	165.0756615	153.368163	1170.955837	3017.001066	802.584372	117.8415757	668.0925853	976.4211777	190.2248706	841.5530084	886.6008093	4044.221176	803.1114599	583.686345	123.5882756	3223.124108	264.6647941	797.9166994	338.7885491	842.9215401	299.0618155	195.0178002	220.0175557	559.4713692	743.6375155	927.3379299	1778.954167	704.3006696	777.675866	454.4595316	199.9983849	239.1229565	322.787248	268.630076	854.1731288	621.7240601	850.2714663	133.5748951	81.0273761	152.8067888	131.5464207	70.85248559	108.8038631	106.7944602	89.02313599	28.0387166	59.80656732	106.32206	28.38864108	119.8356969	39.28865832	68.99013898	1174.778813	516.6053745	327.5410335	61.39739963	1133.83334	79.83377068	322.5565369	211.463557	231.7393825	66.89739327	567.453939	329.2658687	678.9950537	164.9727205	100.0135543	377.5920463	109.9191656	132.5564849	183.5327809	102.8053685	17.74727017	28.01925163	222.2944967	156.2855849	243.4581937	51.03503912	171.4975418	239.5323479	50.59263734	188.4547257
FDSW202612107-1r_S20201215-0037_E030_bin.7.filtered	1439.461557	1316.992723	385.4724839	452.4136019	78.55783305	960.2181101	828.0532171	1969.148475	382.9604068	990.2420481	1025.037327	1999.382793	949.6871134	225.3000319	293.3595068	868.9355454	2875.105154	1460.807741	1687.017561	1312.431476	1492.031025	1511.885279	1218.725548	847.8907657	494.0545035	635.6361222	1307.321567	519.59678	607.2747116	417.9462171	739.3654714	835.5276789	302.1766168	683.5344905	311.7080853	301.0852786	1459.052862	822.8004561	545.6828314	628.7957374	390.0199907	205.5873701	376.5946853	138.6193611	115.8837491	193.3925315	3500.762854	714.5254784	382.2686804	695.3459434	475.9408534	901.4513087	1294.481658	747.1974577	1614.809968	609.8676726	1139.013942	646.1499184	668.6505	539.1235693	440.8471809	392.4161412	432.1505617	154.9455278	586.87627	382.079811	101.8002621	367.0690187	120.3942769	1180.099552	1323.532561	487.4909048	675.4291964	440.911999	74.88530294	541.5062049	3846.057874	98.17135089	592.2414443	351.684435	675.0572384	609.6254614	1515.971856	774.9267174	607.9774216	269.1730015	574.5185503	864.6462957	765.1737194	610.3673277	258.9267626	199.6527628	365.9595525	70.33167337	546.0293437	568.6664714	856.5967778	388.0758862	1391.860559	925.9917411
FDSW202612053-1b_S20201215-0011_X057_bin.47.filtered	518.3244734	822.7013409	309.8549121	152.6341505	68.80642994	1273.12205	1165.864069	2038.619915	131.0740316	272.2406116	653.1967206	510.6413445	701.9583098	90.65729332	122.0870979	325.2065519	444.0697323	201.2878852	259.8227145	189.7722203	980.2877981	5111.014119	522.6574565	257.1933932	271.4427816	265.4541326	398.9601487	307.0703448	381.6491621	184.2977962	278.9919975	640.9662208	229.9227957	647.0039228	487.9534159	1517.02534	682.1465261	536.4412557	207.0865727	140.9744821	91.22471392	95.18291351	201.41868	108.3397821	71.23382249	35.3567803	322.2726799	4.809559782	1.970902447	16.42434249	14.89249763	49.58866473	36.9163023	39.94716607	131.9786909	5.842888252	29.97579264	105.3209361	59.40291136	37.56889539	7.893121212	18.41421986	19.80319284	19.73498101	67.94830772	20.70181783	4.568242704	52.07876095	2.135465159	132.8981302	85.05827183	137.1191732	225.5363214	27.95415575	12.61094698	144.1151274	3440.616142	26.50378952	219.5045508	45.81774273	33.36826484	105.9977901	104.3860297	72.41658512	134.49326	14.48111378	16.76324706	175.6338797	164.5603929	102.6398987	67.09399458	14.82103115	31.98002676	10.08918888	8.952464713	310.4609121	88.95863507	67.40355894	145.4675296	288.6140185
